ID;nr;date;persTag;sex;fn_role;dead;minor;jungfrau;title;prof;staff;off;place;org-pers;sameAs;Kommentar;;;;;;;;;;
2405;1746;1411-02-12;pe__johann_reysner_StB_III_1746;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2406;1751;1411-02-14;pe__konrad_pfister_StB_III_1751;m;weisend;;;;;;;;;;;;;;;;;;;;;
2407;1751;1411-02-14;pe__johann_rudmar_StB_III_1751;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2408;1751;1411-02-14;pe__konrad_weiss_StB_III_1751;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2409;1751;1411-02-14;pe__kind_konrad_weiss_StB_III_1751;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2410;1751;1411-02-14;pe__anna_weissin_StB_III_1751;f;gewiesen/other;;;;fraw;;;;;;;;;;;;;;;;;
2411;1751;1411-02-14;pe__johann_weiss_StB_III_1751;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2412;1751;1411-02-14;pe__niklas_weiss_StB_III_1751;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2413;1752;1411-02-14;pe__johann_von_wehing_StB_III_1752;m;witness;;;;;;;;vor Wydmör- tor,;;;;;;;;;;;;;
2414;1752;1411-02-14;pe__heinrich_tewfel_StB_III_1752;m;witness;;;;;;;;;;;;;;;;;;;;;
2415;1752;1411-02-14;pe__margarethe_fleischhackerin_StB_III_1752;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2416;1752;1411-02-14;pe__niklas_fleischhacker_StB_III_1752;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2417;1752;1411-02-14;pe__margarethe_von_cyly_StB_III_1752;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2418;1753;1411-02-14;pe__georg_fruwirt_StB_III_1753;m;witness;;;;;;;;zu Almestorff ;;;;;;;;;;;;;
2419;1753;1411-02-14;pe__heinrich_haider_StB_III_1753;m;witness;;;;;;;;;;;;;;;;;;;;;
2420;1753;1411-02-14;pe__katharina_zellerin_StB_III_1753;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2421;1753;1411-02-14;pe__konrad_newpaur_StB_III_1753;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2422;1754;1411-02-17;pe__peter_schirlinger_StB_III_1754;m;weisend;;;;;;;;;;;;;;;;;;;;;
2423;1754;1411-02-17;pe__johann_von_znaym_StB_III_1754;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2424;1754;1411-02-17;pe__peter_maursperger_StB_III_1754;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2425;1754;1411-02-17;pe__peter_sibenburger_StB_III_1754;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2426;1754;1411-02-17;pe__niklas_polaner_StB_III_1754;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2427;1754;1411-02-17;pe__margarethe_glinserin_StB_III_1754;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2428;1754;1411-02-17;pe__martin_glinser_StB_III_1754;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2429;1758;1411-03-03;pe__ulrich_stettner_StB_III_1758;m;weisend;;;;;;;;;;;;;;;;;;;;;
2430;1758;1411-03-03;pe__thomas_vischer_StB_III_1758;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2431;1758;1411-03-03;pe__ulrich_vischer_StB_III_1758;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2432;1758;1411-03-03;pe__heinrich_stettner_StB_III_1758;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2433;1758;1411-03-03;pe__katharina_stettnerin_StB_III_1758;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2434;1758;1411-03-03;pe__michael_stettner_StB_III_1758;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2435;1759;1411-03-03;pe__heinrich_gumpendorfer_StB_II_729;m;weisend;;;;;;;;;;;;;;;;;;;;;
2436;1759;1411-03-03;pe__gumpendorfer_StB_III_1759;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2437;1759;1411-03-03;pe__georg_gumpendorfer_StB_III_1759;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2438;1759;1411-03-03;pe__ruediger_puchfeler_StB_III_1759;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2439;1759;1411-03-03;pe__peter_von_spycz_StB_III_1759;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2440;1763;1411-03-12;pe__anna_gesuchrerin_StB_III_1763;f;weisend;;;;fraw;;;;von Heberstorff ;;;;;;;;;;;;;
2441;1763;1411-03-12;pe__elisabeth_hagin_StB_III_1763;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2442;1763;1411-03-12;pe__jakob_hag_StB_III_1763;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2443;1763;1411-03-12;pe__michael_weirmaister_StB_III_1763;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2444;1763;1411-03-12;pe__martin_meichsner_StB_III_1763;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2445;1763;1411-03-12;pe__simon_rorer_StB_III_1763;m;gewiesen;dead;;;her;;;;;;;;;;;;;;;;;
2446;1765;1411-03-17;pe__johann_walich_StB_III_1765;m;weisend;;;;;;;;;;;;;;;;;;;;;
2447;1765;1411-03-17;pe__barbara_walichin_StB_III_1765;f;weisend;;;;;;;;;;;;;;;;;;;;;
2448;1765;1411-03-17;pe__friedrich_walich_StB_III_1765;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2449;1765;1411-03-17;pe__johann_pob_StB_III_1765;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2450;1765;1411-03-17;pe__siegfried_gurtler_StB_II_1163;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2451;1765;1411-03-17;pe__niklas_pharrer_StB_III_1765;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2452;1766;1411-03-03;pe__heinrich_hintenach_StB_III_1729;m;weisend;;;;;;;;;;;;;;;;;;;;;
2453;1766;1411-03-03;pe__christian_zerrer_StB_III_1729;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2454;1766;1411-03-03;pe__johann_kraganer_StB_III_1729;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2455;1766;1411-03-03;pe__katharina_turrerin_StB_III_1766;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2456;1766;1411-03-03;pe__ulrich_turrer_StB_III_1766;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2457;1766;1411-03-03;pe__heinrich_pawr_StB_III_1729;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2458;1769;1411-03-24;pe__elisabeth_swaigerin_StB_III_1769;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2459;1769;1411-03-24;pe__johann_swaiger_StB_III_1769;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2460;1769;1411-03-24;pe__johann_von_fryesach_StB_III_1769;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2461;1769;1411-03-24;pe__johann_in_dem_mauthaus_StB_III_1769;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2462;1769;1411-03-24;pe__johann_ratsmid_StB_III_1769;m;gewiesen;dead;;;;;;;auf dem Graben;;;;;;;;;;;;;
2463;1769;1411-03-24;pe__katharina_ratsmidin_StB_III_1769;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2464;1773;1411-03-28;pe__margarethe_kelhaymerin_StB_III_1773;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2465;1773;1411-03-28;pe__otto_kelhamer_StB_III_1773;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2466;1773;1411-03-28;pe__niklas_radawner_StB_III_1773;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2467;1773;1411-03-28;pe__konrad_kramer_StB_III_1773;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2468;1773;1411-03-28;pe__katharina_swabin_StB_III_1773;f;gewiesen;dead;;jungfrau;;;;;;;;;;;;;;;;;;
2469;1773;1411-03-28;pe__johann_swab_StB_I_357;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2470;1773;1411-03-28;pe__johann_kaufmann_StB_III_1773;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2471;1773;1411-03-28;pe__kaufmann_von_mistelbach_StB_III_1773;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2472;1775;1411-03-31;pe__stephan_drechsel_StB_III_1775;m;weisend;;;;;;;;;;;;;;;;;;;;;
2473;1775;1411-03-31;pe__gilg_taschner_StB_II_1166;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2474;1775;1411-03-31;pe__johann_lehner_StB_III_1775;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2475;1775;1411-03-31;pe__georg_von_ruckendorff_StB_III_1775;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2476;1785;1411-05-05;pe__christian_vischer_StB_II_1107;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2477;1785;1411-05-05;pe__siegfried_paugker_StB_III_1462;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2478;1785;1411-05-05;pe__christine_von_mewrling_StB_III_1785;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2479;1785;1411-05-05;pe__stephan_von_mewrling_StB_III_1785;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2480;1785;1411-05-05;pe__konrad_nymeruol_StB_III_1785;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2481;1786;1411-05-05;pe__georg_von_nicolspurg_StB_III_1786;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2482;1786;1411-05-05;pe__johann_vom_perg_StB_III_1786;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2483;1786;1411-05-05;pe__anna_schieckin_StB_III_1551;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2484;1786;1411-05-05;pe__eckart_geyrkropf_StB_III_1551;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2485;1786;1411-05-05;pe__pilgrim_schieck_StB_III_1786;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2486;1786;1411-05-05;pe__niklas_schieck_StB_III_1786;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2487;1786;1411-05-05;pe__michael_affer_StB_I_72;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2488;1788;1411-05-06;pe__niklas_heller_StB_III_1788;m;weisend;;;;;;;;;;;;;;;;;;;;;
2489;1788;1411-05-06;pe__wilhelm_kaplan_StB_III_1788;m;witness;;;;erbere lewte;;;kapplan;;Sand Ruprecht ze Wienn;;;;;;;;;;;;
2490;1788;1411-05-06;pe__ulrich_kursner_StB_III_1788;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2491;1788;1411-05-06;pe__katharina_hellerin_StB_III_1788;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2492;1788;1411-05-06;pe__georg_pruchnecht_StB_III_1788;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2493;1788;1411-05-06;pe__sohn_georg_pruchnecht_StB_III_1788;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2494;1789;1411-05-06;pe__katharina_erbeinin_StB_III_1789;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2495;1789;1411-05-06;pe__friedrich_erbein_StB_III_1789;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2496;1789;1411-05-06;pe__johann_tewfel_StB_I_488;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2497;1789;1411-05-06;pe__michael_judenmayr_StB_III_1741;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2498;1789;1411-05-06;pe__johann_erbein_StB_III_1789;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2499;1790;1411-05-16;pe__margarethe_westerburgerinn_StB_III_1790;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2500;1790;1411-05-16;pe__matthias_just_StB_III_1790;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2501;1790;1411-05-16;pe__johann_eutl_StB_III_1790;m;witness;;;;erbere lewte;apoteker;;;;;;;;;;;;;;;;
2502;1790;1411-05-16;pe__katharina_gusterin_StB_III_1790;f;gewiesen;;minor;;;;;;;;;;;;;;;;;;;
2503;1790;1411-05-16;pe__anna_gusterin_StB_III_1790;f;gewiesen;;minor;;;;;;;;;;;;;;;;;;;
2504;1790;1411-05-16;pe__michael_guster_StB_III_1790;m;gewiesen/other;dead;;;;;;guster;;dacz Sand Stephan ze Wienn;;;;;;;;;;;;
2505;1790;1411-05-16;pe__johann_westerburger_StB_III_1790;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2506;1802;1411-06-25;pe__michael_frenzl_StB_III_1802;m;weisend;;;;;fleyschakcher;;;;;;;;;;;;;;;;
2507;1802;1411-06-25;pe__andreas_purger_StB_II_1125;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2508;1802;1411-06-25;pe__niklas_goldstain_StB_III_1802;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2509;1802;1411-06-25;pe__margarethe_hengelweynerin_StB_III_1802;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2510;1802;1411-06-25;pe__georg_hengelweyner_StB_III_1802;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2511;1807;1411-07-18;pe__georg_truckensprot_StB_III_1807;m;weisend;;;;;;;;;;;;;;;;;;;;;
2512;1807;1411-07-18;pe__bernhard_tenck_StB_III_1807;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2513;1807;1411-07-18;pe__peter_messrer_StB_II_861;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2514;1807;1411-07-18;pe__otto_hacker_StB_III_1807;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2515;1807;1411-07-18;pe__schwester_otto_hacker_StB_III_1807;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2516;1808;1411-07-18;pe__gilg_guteysen_StB_III_1808;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2517;1808;1411-07-18;pe__heinrich_messtenpauch_StB_III_1808;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2518;1808;1411-07-18;pe__katharina_veyrtagin_StB_III_1808;f;gewiesen/other;;;;fraw;;;;;;;;;;;;;;;;;
2519;1808;1411-07-18;pe__vater_katharina_veyrtagin_StB_III_1808;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2520;1808;1411-07-18;pe__otto_hacker_StB_III_1807;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2521;1808;1411-07-18;pe__mutter_otto_hacker_StB_III_1808;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2522;1809;1411-07-21;pe__erhard_messrer_StB_III_1809;m;weisend;;;;;;;;;;;;;;;;;;;;;
2523;1809;1411-07-21;pe__philipp_frey_StB_III_1809;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2524;1809;1411-07-21;pe__ulrich_sighart_StB_III_1809;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2525;1809;1411-07-21;pe__ulrich_prentel_StB_III_1809;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2526;1809;1411-07-21;pe__otto_hacker_StB_III_1807;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2527;1818;1411-08-22;pe__stephan_schreiber_StB_III_1818;m;witness;;;;erbere lewte;;;;in der Lantstrass;;;;;;;;;;;;;
2528;1818;1411-08-22;pe__peter_prewndel_StB_III_1818;m;witness;;;;erbere lewte;;;;in der Lantstrass;;;;;;;;;;;;;
2529;1818;1411-08-22;pe__konrad_nymeruol_StB_III_1785;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2530;1818;1411-08-22;pe__niklas_nymeruol_StB_III_1818;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2531;1820;1411-08-27;pe__urban_von_abtstorff_StB_III_1820;m;weisend;;;;;;;;;;;;;;;;;;;;;
2532;1820;1411-08-27;pe__niklas_peutler_StB_III_1820;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2533;1820;1411-08-27;pe__ortolf_von_kleubendorff_StB_III_1820;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2534;1820;1411-08-27;pe__stephan_abtstorffer_StB_III_1820;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2535;1821;1411-08-27;pe__ulrich_waicz_StB_III_1821;m;weisend;;;;;;;;;;;;;;;;;;;;;
2536;1821;1411-08-27;pe__simon_waicz_StB_III_1821;m;weisend;;;;;;;;;;;;;;;;;;;;;
2537;1821;1411-08-27;pe__konrad_waicz_StB_III_1821;m;weisend;;;;;;;;;;;;;;;;;;;;;
2538;1821;1411-08-27;pe__friedrich_von_aschpach_StB_III_1821;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2539;1821;1411-08-27;pe__peter_schonaicher_StB_III_1821;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2540;1821;1411-08-27;pe__dorothea_abtstorfferin_StB_III_1821;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2541;1821;1411-08-27;pe__stephan_abtstorffer_StB_III_1820;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2542;1823;1411-09-05;pe__anna_hauserin_StB_III_1823;f;weisend;;;;;;;;;;;;;;;;;;;;;
2543;1823;1411-09-05;pe__niklas_hauser_StB_III_1823;m;weisend/other;;;;;kursner;;;;;;;;;;;;;;;;
2544;1823;1411-09-05;pe__ulrich_schabench_StB_III_1823;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2545;1823;1411-09-05;pe__niklas_drumawer_StB_III_1823;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2546;1823;1411-09-05;pe__heinrich_daucher_StB_III_1823;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2547;1824;1411-09-05;pe__ulrich_helbling_StB_III_1824;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2548;1824;1411-09-05;pe__friedrich_schustel_StB_III_1824;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2549;1824;1411-09-05;pe__bernhard_drosendorffer_StB_III_1824;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2550;1824;1411-09-05;pe__leopold_schintler_StB_III_1824;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2551;1824;1411-09-05;pe__margarethe_steyrischin_StB_III_1824;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2552;1824;1411-09-05;pe__ulrich_steyrisch_StB_III_1824;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2553;1824;1411-09-05;pe__michael_schintler_StB_III_1824;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2554;1824;1411-09-05;pe__andreas_munsser_StB_III_1824;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2555;1824;1411-09-05;pe__stephan_schintler_StB_III_1824;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2556;1824;1411-09-05;pe__martin_schintler_StB_III_1824;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2557;1826;1411-09-05;pe__dorothea_raydlin_StB_III_1826;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2558;1826;1411-09-05;pe__johann_raydl_StB_III_1826;m;weisend/other;;;;;;;;von Bülderstorff;;;;;;;;;;;;;
2559;1826;1411-09-05;pe__ulrich_rossl_StB_III_1826;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2560;1826;1411-09-05;pe__johann_sneyder_StB_III_1826;m;witness;;;;erbere lewte;;;;von Senging;;;;;;;;;;;;;
2561;1826;1411-09-05;pe__peter_mewlinger_StB_III_1826;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2562;1826;1411-09-05;pe__konrad_von_newnburg_StB_III_1826;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2563;1828;1411-09-10;pe__johann_palwein_StB_III_1828;m;weisend;;;;;;;;;;;;;;;;;;;;;
2564;1828;1411-09-10;pe__johann_mosprunner_StB_III_1828;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2565;1828;1411-09-10;pe__johann_kulpenmaister_StB_III_1828;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2566;1828;1411-09-10;pe__johann_palwein_ii_StB_III_1828;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2567;1828;1411-09-10;pe__margarethe_palweinin_StB_III_1828;f;weisend/other;;;;;;;;;;;;;;;;;;;;;
2568;1828;1411-09-10;pe__katharina_stuxin_StB_III_1828;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2569;1829;1411-09-10;pe__konrad_grunwalder_StB_III_1829;m;witness;;;;erbere lewte;consul;;;;;;;;;;;;;;;;
2570;1829;1411-09-10;pe__peter_alderman_StB_III_1829;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2571;1829;1411-09-10;pe__barbara_hemlerin_StB_III_1829;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2572;1829;1411-09-10;pe__konrad_hemler_StB_III_1829;m;gewiesen;dead;;;;;;;;;;QGW Uhlirz 1 526;;;;;;;;;;
2573;1829;1411-09-10;pe__niklas_flusthart_StB_III_1829;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2574;1845;1411-11-03;pe__peter_tuchscherer_StB_III_1845;m;weisend;;;;;;;;;;;;;;;;;;;;;
2575;1845;1411-11-03;pe__konrad_ynawer_StB_III_1845;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2576;1845;1411-11-03;pe__stephan_sweicker_StB_III_1845;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2577;1845;1411-11-03;pe__katharina_radewndlin_StB_III_1845;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2578;1845;1411-11-03;pe__ulrich_radewndl_StB_III_1845;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2579;1846;1411-11-03;pe__philipp_staynaprunner_StB_III_1846;m;weisend;;;;;;;;;;;;;;;;;;;;;
2580;1846;1411-11-03;pe__niklas_zechmaister_StB_III_1560;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2581;1846;1411-11-03;pe__erhard_elteys_StB_III_1846;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2582;1846;1411-11-03;pe__margarethe_radewndlin_StB_III_1846;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2583;1846;1411-11-03;pe__ulrich_radewndl_StB_III_1845;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
2584;1850;1411-11-12;pe__wenzel_slosser_StB_III_1850;m;weisend;;;;;;;;;;;;;;;;;;;;;
2585;1850;1411-11-12;pe__ulrich_slosser_StB_II_1151;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2586;1850;1411-11-12;pe__berthold_amberger_StB_III_1850;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2587;1850;1411-11-12;pe__thomas_tugendlich_StB_III_1850;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2588;1850;1411-11-12;pe__sabine_StB_III_1850;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2589;1850;1411-11-12;pe__katharina_StB_III_1850;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2590;1850;1411-11-12;pe__gebhard_von_amberg_StB_III_1850;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2591;1852;1411-11-24;pe__konrad_ganiczer_StB_III_1852;m;weisend;;;;;;;;;;;;;;;;;;;;;
2592;1852;1411-11-24;pe__johann_von_eslarn_StB_I_450;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2593;1852;1411-11-24;pe__friedrich_rauscher_StB_III_1852;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2594;1852;1411-11-24;pe__margarethe_gutenprunerin_StB_III_1852;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
2595;1852;1411-11-24;pe__katharina_ganiczerin_StB_III_1852;f;gewiesen/other;;;;fraw;;;;;;;;;;;;;;;;;
2596;1852;1411-11-24;pe__elisabeth_stollin_StB_III_1852;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2597;1854;1411-11-24;pe__andreas_strewber_StB_III_1854;m;weisend;;;;;;;;;;;;;;;;;;;;;
2598;1854;1411-11-24;pe__christian_kalsching_StB_III_1854;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2599;1854;1411-11-24;pe__otto_von_perchtolstorff_StB_III_1854;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2600;1854;1411-11-24;pe__christian_hechtl_StB_III_1854;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2601;1855;1411-11-26;pe__niklas_murr_StB_III_1855;m;weisend;;;;;;;;von Aphalterspach;;;;;;;;;;;;;
2602;1855;1411-11-26;pe__johann_gruber_StB_V_3059;m;witness;;;;erbere lewte;;;;vor Schottentor ze Wienn;;;;;;;;;;;;;
2603;1855;1411-11-26;pe__michael_ulmann_StB_III_1855;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2604;1855;1411-11-26;pe__niklas_murr_zu_wien_StB_III_1855;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
2605;1862;1411-12-10;pe__elisabeth_kursnerin_StB_III_1862;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2606;1862;1411-12-10;pe__johann_kursner_StB_III_1862;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2607;1862;1411-12-10;pe__konrad_von_grossenruspach_StB_III_1862;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2608;1862;1411-12-10;pe__michael_tenck_StB_III_1862;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
2609;1862;1411-12-10;pe__katharina_kramerin_StB_III_1862;f;gewiesen;dead;;;fraw;;;;;;;;;;;;;;;;;
2610;1862;1411-12-10;pe__wolfhard_kramer_StB_III_1862;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2611;1868;1412-01-07;pe__margarethe_dreiskerin_StB_IV_1868;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2612;1868;1412-01-07;pe__georg_dreisker_StB_III_1416;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
2613;1868;1412-01-07;pe__jakob_morner_StB_IV_1868;m;witness;;;;erbere lewte;;;;von Newnburg;;;;;;;;;;;;;
2614;1868;1412-01-07;pe__stephan_wagrayner_StB_IV_1868;m;witness;;;;erbere lewte;;;;von Nustorf,;;;;;;;;;;;;;
2615;1868;1412-01-07;pe__vater_margarethe_dreiskerin_StB_IV_1868;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
2616;1868;1412-01-07;pe__peter_schulderwein_StB_IV_1868;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
2617;1868;1412-01-07;pe__mutter_peter_schulderwein_StB_IV_1868;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
2618;1869;1412-01-07;pe__elisabeth_hemerleinin_StB_IV_1869;f;weisend;;;;fraw;;;;;;;;;;;;;;;;;
2619;1869;1412-01-07;pe__niklas_hemerl_StB_III_1300;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
